full_text,Sentiment
"['jokowi', 'hero', 'to', 'zero', 'gurita', 'bisnis', 'anak', 'skenario', 'politik', 'dinasti']",Positive
"['mujani', 'ipul', 'lupa', 'endorse', 'jokowi', 'survei']",Positive
"['ngga', 'suka', 'halal', 'dukung', 'dukung', 'jokowi']",Positive
"['bukannye', 'elu', 'bela', 'jokowi', 'mati']",Negative
"['mk', 'putus', 'hakim', 'batas', 'usia', 'caprescawapres']",Neutral
"['jokowi', 'hero', 'to', 'zero', 'gurita', 'bisnis', 'anak', 'jokowi', 'skenario', 'politik', 'dinasti']",Positive
"['dukung', 'setia']",Positive
"['gua', 'kasih', 'dukung', 'ganjar']",Positive
"['calon', 'sbagai', 'walikota', 'solo']",Neutral
"['mao', 'politik', 'dinasti', 'bagus', 'ngga', 'negara', 'ajahmisal', 'gibran', 'nyalon', 'pm', 'singapura']",Negative
"['partai', 'dukung']",Positive
"['kali', 'tuju']",Positive
"['jokowi', 'tanggap', 'dinasti', 'politik']",Neutral
"['bagus', 'tpi', 'implementasi', 'kozong', 'kozong', 'kozooooonggg', 'bangun', 'hutang', 'bangga', 'hebat', 'bangun', 'dinasti', 'politik', 'mahkamah', 'keluarga']",Positive
"['iya', 'dinasti', 'politik', 'beda', 'dinasti', 'politik', 'jokowi', 'mengobrakabrik', 'konstitusi', 'cacat', 'hukum', 'yusrilim', 'berani', 'ngangkangi', 'konstitusi', 'gimana', 'endingnya', 'bodo']",Positive
"['jokowi', 'hero', 'to', 'zero', 'gurita', 'bisnis', 'anak', 'skenario', 'politik', 'dinasti']",Positive
"['tweet', 'pecat', 'juang', 'jokowi', 'mega', 'pusar', 'politik', 'dinasti']",Positive
"['meliala', 'birah', 'politik', 'dinasti', 'jokowi']",Neutral
"['bismillah', 'cawecawe', 'politik', 'dinasti', 'anak', 'ingus', 'jokowi', 'kesan', 'mudah', 'remeh', 'tata', 'kelola', 'bangsa']",Positive
"['ariesandi', 'politik', 'dinasti']",Neutral
"['kunci', 'bangun', 'dinasti', 'politik', 'anak', 'kuasa', 'kuasa', 'indoneisia', 'aturn', 'bsa']",Neutral
"['baca', 'arti', 'dinasti', 'politik', 'prabowo', 'ajar', 'mega', 'pdip', 'hasil', 'bina', 'kader', 'kepala', 'daerah', 'keluarga', 'bu', 'mega', 'kepala', 'daerah', 'jokowi', 'ngga', 'moralitas', 'jujur', 'buruk', 'ak']",Positive
"['ra', 'juang', 'krna', 'pengaruh', 'peristiwa', 'akibat', 'egois', 'emak', 'politik', 'dinasti', 'beliau', 'harga', 'kader', 'sendi']",Negative
"['bocil', 'gembluk', 'solo', 'udah', 'rakus', 'kuasa', 'ntar', 'goal', 'masuk', 'istri', 'tri', 'sosial', 'adik', 'kosong', 'ngarep', 'dijadiin', 'tri', 'basah', 'spy', 'komplit', 'politik', 'dinasti', 'ramal', 'prabodongla']",Negative
"['jokowi', 'pilih', 'rakyat', 'anti', 'politik', 'dinasti']",Neutral
"['ngga', 'bobot', 'blunder', 'prabowo', 'kasih', 'duit', 'ambil', 'duit', 'pilih', 'orang', 'politik', 'dinasti', 'jokowi', 'bangsa', 'negara', 'sesal', 'dukung', 'kelompok', 'islam', 'pilpres', 'gabung', 'jokowi']",Positive
"['kecewa', 'sikap', 'politik', 'dinasti', 'jokowi', 'dpd', 'rumah', 'jokowi', 'sumatera', 'selatan', 'cabut', 'dukung', 'bakar', 'bendera', 'pataka', 'politik', 'dinasti']",Positive
"['dinasti', 'politik', 'keluarga', 'jokowi', 'haus', 'kuasa']",Neutral
"['mgl', 'rubah', 'perarturan', 'atur', 'tha', 'gmana', 'umpama', 'tweet', 'wakil', 'ganjar', 'tetep', 'dinasti', 'politik']",Neutral
"['alim', 'curiga', 'gtu']",Neutral
"['narasi', 'politik', 'dinasti', 'jdi', 'diskusi', 'tarik', 'ngga', 'nanya']",Positive
"['tweet', 'coba', 'pikir']",Neutral
"['politik', 'dinasti', 'semat']",Neutral
"['ganjar', 'gibran']",Positive
"['komplit', 'mahkamah', 'keluarga', 'dinasti', 'politik', 'keluarga', 'jokowi', 'cerita', 'bangga', 'anak', 'presiden', 'tukang', 'martabak', 'tukang', 'pisang', 'kongkalikong', 'bangun', 'buah', 'dinasti', 'politik']",Positive
"['dinastipolitikjokowi', 'kolabs', 'prabowo', 'sukses', 'trend', 'dunia', 'maya']",Positive
"['kyknya', 'hr', 'dah', 'dah', 'bkn', 'mas']",Neutral
"['negara', 'raja', 'waris', 'anak', 'cucunyalawan', 'politik', 'dinasti', 'kkn', 'nepotisme', 'jokowi', 'keluarga']",Neutral
"['tanggap', 'jokowi', 'anggap', 'dinasti', 'politik', 'gibran', 'cawapres']",Neutral
"['dnn', 'hebat', 'adek']",Positive
"['yuntho', 'negara', 'raja', 'waris', 'anak', 'cucunyalawan', 'politik', 'dinasti', 'kkn', 'nepotisme', 'jokowi', 'keluarga']",Neutral
"['tweet', 'pilih', 'jokowi', 'pilih', 'ganjar', 'anti', 'politik', 'dinasti']",Positive
"['raharjo', 'negara', 'raja', 'waris', 'anak', 'cucunyalawan', 'politik', 'dinasti', 'kkn', 'nepotisme', 'jokowi', 'keluarga']",Neutral
"['negara', 'raja', 'waris', 'anak', 'cucunyalawan', 'politik', 'dinasti', 'kkn', 'nepotisme', 'jokowi', 'keluarga']",Neutral
"['salut', 'sikap', 'jokowi', 'fams', 'calon', 'presiden', 'gera', 'langsung', 'bakar', 'fitnah']",Neutral
"['jokowi', 'buka', 'suara', 'lapor', 'nepotisme', 'dinasti', 'politik', 'demokrasi']",Neutral
"['segitu', 'rakus', 'ngebela', 'jokowi', 'sehat', 'bahan', 'dunia']",Positive
[],Neutral
"['isu', 'dinasti', 'politik', 'gaung', 'kubu', 'mak', 'banteng', 'buzzer']",Neutral
"['kecewa', 'sikap', 'politik', 'dinasti', 'jokowi', 'dpd', 'rumah', 'jokowi', 'sumsel', 'cabut', 'dukung', 'bakar', 'bendera', 'pataka']",Negative
"['marufamin', 'tweet', 'hasan', 'politik', 'dinasti', 'negara', 'demokrasi', 'beda', 'sistem', 'monarki', 'sistem', 'monarki', 'dinasti', 'libat', 'keluarga', 'sistem', 'demokrasi', 'libat', 'kelompok', 'kuasa']",Neutral
"['demokrasi', 'korupsi', 'indonesia', 'cipta', 'dinasti', 'politikklan', 'ratu', 'atut']",Negative
"['jabat', 'membagun', 'dinasti', 'politik', 'cawapres', 'prabowo']",Neutral
"['hak', 'politis', 'dukung', 'bangun', 'politik', 'dinasti']",Positive
"['partai', 'dinasti', 'politik']",Positive
"['tv', 'klau', 'anak', 'trjun', 'politik', 'mnjadi', 'kader', 'partai', 'trlebih', 'lengser', 'lbih', 'bijak', 'sblim', 'calon', 'walkota', 'aoalgi', 'mantupertanyaan', 'skrang', 'sjauh', 'pemahamaan', 'bel']",Positive
"['tanggap', 'tuding', 'dinasti', 'politik', 'presiden', 'jokowi']",Negative
"['maklum', 'politik', 'dinasti', 'terap', 'jokowi', 'jokowi', 'keluarga', 'tetep', 'kuasa', 'kesan', 'ora', 'duwe', 'dugo', 'thd', 'partai', 'jasa']",Positive
"['warga', 'jabar', 'banten', 'anti', 'jokowi', 'jokowi', 'keok', 'provinsi', 'suguh', 'gibran', 'anak', 'jokowi', 'pakai', 'nepotisme', 'hukum', 'ala', 'politik', 'dinasti', 'klaim', 'menang', 'provinsi', 'logika', 'don']",Positive
"['bearti', 'ideliasme', 'id', 'dukung', 'orba', 'jilid', 'dinasti', 'politik', 'jokowi', 'skrg', 'mahasiswa', 'darah', 'guling', 'soeharto', 'skrg', 'dukung', 'orba', 'jilid']",Positive
"['ngehek', 'bingitz', 'presiden', 'jokowi', 'gibran', 'politik', 'dinasti', 'coblos', 'rakyat']",Negative
"['ente', 'bahas', 'politik', 'dinasti', 'junjung', 'ente', 'jadiin', 'hakim', 'mk', 'ganjar', 'pola', 'kaya', 'jokowi']",Positive
"['rakyat', 'indonesia', 'pinter', 'hasil', 'survey', 'litbang', 'kompas', 'ttg', 'gibran', 'maju', 'cawapres']",Positive
"['anakkolong', 'baperan', 'kah', 'lupa', 'yudikatif', 'dikangkangin', 'kemarin', 'dinasti', 'politik', 'jokowi', 'dinasti', 'orba']",Negative
"['jujur', 'bom', 'ngeliat', 'coach', 'justin', 'kritik', 'jokowi']",Positive
"['jokowi', 'gibran', 'kader', 'pdip']",Neutral
"['presiden', 'pura', 'ngga', 'paham', 'beneran', 'ngga', 'paham', 'arti', 'politik', 'dinasti', 'ngga', 'nyambung', 'blas']",Positive
"['politik', 'dinasti', 'pilih', 'rakyat']",Neutral
"['tuju', 'politik', 'dinasti', 'politik', 'dinasti', 'keluarga', 'jokowi', 'gitu']",Positive
"['guling', 'jokowi']",Neutral
"['prabowoantek', 'orba']",Neutral
"['khawatir', 'bentuk', 'dinasti', 'politik']",Neutral
"['dlm', 'negara', 'demokrasi', 'milih', 'rakyat', 'bener', 'tp', 'dlm', 'negara', 'demokrasi', 'jg', 'ajar', 'etikaadab', 'dlm', 'berpolitikkrn', 'bkn', 'negara', 'komunisotoriterapakah', 'rakyat', 'indonesia', 'anggap', 'bodoh', 'dn', 'suara', 'paham']",Negative
"['orang', 'orang', 'pulau', 'jawa', 'saudars', 'bangsa', 'hina', 'pulau', 'jawa', 'enak', 'fasilitas', 'ngga', 'empati', 'emang', 'ngga', 'politik', 'dinasti']",Negative
"['radjo', 'back', 'joee', 'inismyname', 'sisi', 'netral', 'gue']",Positive
"['salah', 'orang', 'andil', 'kokoh', 'dinasti', 'politik', 'jokowi']",Positive
"['jokowi', 'prabowo', 'samasama', 'coba', 'normalisasi', 'politik', 'dinasti', 'mati', 'angin']",Neutral
"['ngga', 'ngarang', 'narasi', 'murah', 'mah', 'politik', 'dinasti', 'tweet']",Neutral
"['ldii', 'jatim', 'buka', 'suara', 'dinasti', 'politik', 'jokowi']",Neutral
['main'],Positive
"['dumdum', 'uda', 'uda', 'lenceng']",Positive
"['gibran', 'cawapres', 'politik', 'dinasti', 'hhmmm', 'arti', 'dukung', 'prabowo', 'jokowi', 'bas', 'persen', 'tuju', 'gibran', 'cawapres', 'bentuk', 'politik', 'dinasti', 'nyata', 'bnyk', 'rakyat', 'waras', 'gaeess']",Positive
"['bangun', 'demokrasi', 'sby', 'indeks', 'demokrasi']",Neutral
"['jokowi', 'buka', 'suara', 'tuding', 'dinasti', 'politik']",Negative
"['tweet', 'hehee', 'cetek', 'murah', 'narasi', 'mu', 'ted', 'tweet', 'begal', 'demokrasi']",Negative
"['anak', 'jokowi', 'dukung', 'anak', 'jokowi', 'dinasti', 'politik', 'jokowi']",Positive
"['lihat', 'sisi', 'positif', 'nest']",Positive
"['gm', 'kau', 'kritik', 'anak', 'kau', 'cebokin', 'kau', 'poles', 'dalih', 'anak', 'muda', 'kau', 'cari', 'bas', 'makan', 'gaji', 'rakyat', 'kau', 'normalisasi', 'politik', 'dinasti']",Negative
"['istilah', 'politik', 'dinasti', 'tuju', 'keluarga', 'presiden', 'jokowi', 'mas', 'tweet', 'kubu', 'ganjar']",Neutral
"['id', 'psi', 'mesin', 'politik', 'jokowi', 'dukung', 'politik', 'dinasti']",Positive
"['buzzer', 'jokowi', 'milu', 'pilih', 'tangan', 'rakyat', 'elite']",Neutral
"['jokowi', 'tanggap', 'tuding', 'dinasti', 'politik', 'masyarakat', 'nilai']",Neutral
"['rakyat', 'nila', 'dinasti', 'politik']",Neutral
"['mudah', 'bodoin', 'elite', 'politik', 'macem', 'kluarga', 'kaya', 'tweet', 'ngomong', 'media', 'beda', 'hati']",Positive
"['tuding', 'bangun', 'dinasti', 'politik']",Neutral
"['id', 'milih', 'gibran', 'antekanteknyasama', 'selamat', 'indonesia', 'dinasti', 'politik', 'jokowi']",Neutral
"['suara', 'adi', 'napitupulu', 'malam', 'wakil', 'suara', 'dukung', 'jokowi']",Positive
"['terima', 'ksh', 'dinasti', 'politik', 'mudah', 'ferguso']",Positive
"['jokowi', 'rakus', 'tamak', 'tagih', 'kuasa', 'tabrak', 'konstitusi', 'dinasti', 'politik', 'karbitan', 'jokowi']",Negative
"['lupa', 'ye', 'jokowi', 'kader', 'pdip']",Positive
"['masyarakat', 'kecilmenyatakn', 'bukti', 'laku', 'dinasti', 'politikdan', 'sikap', 'cedera', 'reformasi', 'cermin', 'sosok', 'negarawan', 'cerdas']",Neutral
"['masuk', 'kim', 'koalisi', 'indonesia', 'memmbebek', 'jokowi']",Neutral
"['dinasti', 'politik', 'presiden', 'jokowi']",Neutral
"['dinasti', 'politik', 'nama']",Neutral
"['nyata', 'jokowi', 'cerdas', 'main', 'strategi', 'politik', 'drpd', 'sby', 'presiden', 'ri']",Positive
"['rakyat', 'mena', 'dinasti', 'politik']",Neutral
"['id', 'politik', 'dinasti']",Neutral
"['politik', 'dinasti', 'milik', 'sudut', 'pandang']",Neutral
"['tweet', 'say', 'to', 'no', 'politik', 'dinasti', 'tebat', 'lembaga', 'eksekutif', 'sifat', 'dinasti']",Negative
"['atus', 'statement', 'komentar', 'miring', 'sosmed', 'politik', 'dinasti', 'jokowi']",Neutral
"['not', 'gon', 'na', 'say', 'dinasti', 'politik']",Positive
"['jokowi', 'tanggap', 'tuding', 'dinasti', 'politik', 'gibran', 'maju', 'cawapres', 'pilih', 'rakyat']",Negative
"['massa', 'aksi', 'nilai', 'laku', 'mk', 'coreng', 'lembaga', 'amanah', 'jaga', 'konstitusi', 'negara', 'mulus', 'perintah', 'jokowi', 'bangun', 'dinasti', 'politik']",Positive
"['jokowi', 'ngga', 'sadar', 'masyarakat', 'dukung', 'ngga', 'tuju', 'politik', 'dinasti', 'instan', 'solok', 'masyarakat', 'tuju', 'masyarakat', 'njelek', 'njelekin', 'kubu']",Negative
"['jokowi', 'gibran', 'kader', 'pdip']",Neutral
"['calon', 'anak', 'langgar', 'konstitusi', 'politik', 'dinasti', 'eeeeee', 'eeeeeee', 'eeee', 'cari', 'dalil']",Negative
"['profesor', 'ikrar', 'nusa', 'bhakti']",Neutral
"['letak', 'dinasti', 'om', 'emng', 'jokowi', 'kasih', 'jabat', 'gibran', 'gibran', 'pilih', 'rakyat', 'ko', 'teriak', 'politik', 'dinasti']",Positive
"['bela', 'jokowi', 'isu', 'dinasti', 'politik']",Neutral
"['bela', 'jokowi', 'isu', 'dinasti', 'politik']",Neutral
"['dinasti', 'jokowi', 'bakti', 'rakyat']",Neutral
"['yoza', 'jokowi', 'politik', 'dinasti']",Positive
"['tuding', 'bangun', 'dinasti', 'politik']",Neutral
"['tweet', 'ngomong', 'politik', 'dinasti']",Neutral
"['presiden', 'soeharto', 'terap', 'politik', 'dinasti', 'thnan', 'kuasa', 'angkat', 'mba', 'tutut', 'mensos']",Neutral
"['presiden', 'jokowi', 'tanggap', 'dinasti', 'politik', 'demokrasi', 'populer', 'gibran', 'menteri', 'tani', 'fortuner', 'hujan', 'indosiar']",Positive
"['yoza', 'pilpres', 'nyoblos', 'jokowi']",Neutral
"['tweet', 'alm', 'buya', 'mas', 'beliau', 'beliau', 'suara', 'keras', 'protes', 'hadap', 'intrik', 'dinasti', 'politik', 'al', 'fatihah']",Positive
"['salah', 'kaprah', 'jokowi', 'percaya', 'berani', 'langgeng', 'dinasti', 'politik']",Positive
"['dinasti', 'jokowi', 'kulminasi', 'dinastidinasti', 'partai', 'politik', 'level', 'kepala', 'daerah', 'simpang', 'bawa', 'simpang', 'lawan', 'dinasti', 'politik', 'kecuali']",Positive
['kecewa'],Negative
"['politik', 'dinasti']",Neutral
"['tweet', 'putus', 'mk', 'rakyat', 'tp', 'langgeng', 'dinasti', 'politik', 'kelurga', 'jkw']",Negative
"['jokowi', 'terpa', 'isu', 'bangun', 'dinasti', 'politik']",Neutral
"['runyam', 'dinasti', 'politik', 'beda', 'klan', 'politik', 'dinasti', 'politik']",Neutral
"['komentar', 'made', 'supriatma', 'orang', 'anggota', 'dinasti', 'politik', 'main', 'dlm', 'koridor', 'hukum', 'langgar', 'etika']",Negative
"['kontroversi', 'dinasti', 'politik', 'jokowi', 'prabowo', 'munafik']",Neutral
"['mgl', 'video', 'youtube', 'lupa', 'ngomong', 'dinasti', 'politik', 'hubung', 'keluarga', 'jabat', 'posisi', 'untung', 'orang', 'jabat', 'solo', 'maju', 'sua']",Positive
"['dinasti', 'politik', 'bangga', 'aib', 'jokowi', 'udah', 'bajing']",Negative
"['jokowi', 'bener', 'nunjukin', 'sbg', 'politik', 'dinasti', 'berterimakasih']",Positive
"['jokowi', 'ngga', 'pikir', 'masyarakat', 'indonesia', 'suka', 'dinasti', 'politik', 'contoh', 'ahy', 'masyaralat', 'indonesia', 'jenuh', 'muak', 'dinasti', 'politik', 'eh', 'ulang', 'prabowo', 'blacklist', 'trauma']",Negative
"['bagus', 'arti']",Neutral
"['dinasti', 'politik', 'jokowi', 'jahat', 'soeharto']",Negative
"['puan', 'metangkring', 'ketua', 'dpr', 'ri', 'politik', 'dinasti', 'langgar', 'uuperaturan', 'yomonggo', 'wae']",Positive
"['media', 'asing', 'ramairamai', 'sorot', 'politik', 'dinasti', 'keluarga', 'jokowi']",Neutral
"['pasang', 'dinasti', 'politik', 'kacang', 'lupa', 'kulit', 'jokowi']",Neutral
"['mgl', 'nyalon', 'walikota', 'dinasti', 'politik', 'knapa', 'nyalon', 'wapres', 'dinasti', 'politik', 'knapa', 'beda']",Neutral
"['negeri', 'presiden', 'jokowi', 'pakai', 'bela', 'libat', 'putus', 'mk', 'politik', 'dinasti', 'bantu', 'elit', 'koalisi', 'sepakat', 'dorong', 'sang', 'putera', 'calon', 'hajat', 'tonton', 'ngeri']",Positive
"['bingung', 'undang']",Negative
"['hilang', 'galau', 'jokowi']",Negative
"['jokowi', 'dengar', 'fix', 'ambisi', 'politik', 'dinasti', 'raih', 'jujur', 'bersih', 'silah', 'konstitusi', 'kangkang']",Positive
"['film', 'dinasty', 'rctidulu', 'reaksi', 'jokowi']",Neutral
"['dukung', 'prabowo', 'dukung', 'anies']",Positive
"['ikrar', 'nusa', 'bakti', 'pakar', 'politik', 'politik', 'dinasti', 'dalih', 'makmur', 'rakyat', 'blax', 'laku', 'anak', 'jokowi', 'perosok', 'politik', 'dinasti']",Positive
"['butet', 'bkn', 'ngga', 'suka', 'politik', 'dinasti', 'tp', 'dy', 'khawatir', 'ganjar', 'kalah', 'ngga', 'bantu', 'jokowi']",Negative
"['knpa', 'takut', 'kompetisi', 'menang', 'kalah', 'tpi', 'kerna', 'sayang', 'jokowi', 'keluarga', 'cap', 'dinasti', 'politik', 'sayang', 'gabung', 'partai', 'partai', 'bodoh', 'ngga', 'cetak', 'kader']",Negative
"['pakar', 'komunikasi', 'politik', 'waketum', 'pan', 'jokowi', 'tuding', 'politik', 'dinasti']",Negative
"['dr', 'dinasti', 'dr', 'kepala', 'desa']",Neutral
"['jokowi', 'politik', 'dinasti', 'indonesia']",Neutral
['keras'],Neutral
"['mega', 'tum', 'pdi', 'stlh', 'sukarno', 'wafat']",Negative
"['ngga', 'dukung', 'dinasti', 'politik', 'dinasti']",Positive
"['bner', 'smua', 'pilih', 'rakyat', 'politik', 'dinasti', 'langsung', 'jabat', 'smua', 'wni', 'hak', 'pilpres']",Positive
"['reaksi', 'jokowi']",Neutral
"['tweet', 'mahfud']",Neutral
"['kunci', 'hasrat', 'kuasa', 'bentuk', 'politik', 'dinasti']",Positive
"['dah', 'lapor', 'dinasti', 'politik', 'jokowi', 'kpk', 'om']",Neutral
"['lengkap', 'simak', 'jejak', 'dinasti', 'politik', 'keluarga', 'presiden', 'soekarno', 'jokowi']",Neutral
"['politik', 'dinasti', 'terpa', 'gibran']",Neutral
"['ubah', 'buka', 'peluang', 'putra', 'jokowi']",Positive
"['isu', 'dinasti', 'politik', 'keluarga', 'presiden', 'jokowi', 'mk', 'kabul', 'syarat', 'daftar', 'capres', 'cawapres', 'uu', 'milu']",Positive
"['thread', 'putus', 'mk', 'ubah', 'syarat', 'calon', 'presiden', 'cawapres', 'buka', 'isu', 'dinasti', 'politik', 'presiden', 'jokowi', 'presiden', 'kerabat', 'duduk', 'jabat', 'politik']",Neutral
['fulltext'],Neutral
"['gm', 'takut', 'muak', 'muak', 'liat', 'ketua', 'mk', 'presiden', 'ngga', 'njaga', 'kode', 'etik']",Positive
"['politik', 'dinasti', 'era', 'modern', 'hubung', 'darah']",Neutral
"['sepakat', 'butuh', 'tokoh', 'muda']",Positive
"['negara', 'demokrasi', 'kenal', 'istilah', 'politik', 'dinasti', 'presiden', 'keluarga', 'jokowi', 'rakyat', 'indonesia', 'contoh', 'pm', 'singapura', 'putra', 'mantan', 'pm', 'singapura', 'rakyat', 'singapura', 'me']",Neutral
"['lawan', 'bib']",Negative
"['rakyat', 'uda', 'cerdas', 'bro', 'uu', 'tabrak']",Positive
"['ngga', 'dinasti', 'politik', 'sistem', 'demokrasi', 'emosi', 'goblok']",Negative
"['rusak', 'demokrasi']",Positive
"['dinasti', 'gobloktapi', 'ngga', 'orang', 'untung', 'tweet', 'paman', 'hakim', 'mk', 'ngelolosin', 'nyawaprestidak', 'gratis', 'politik']",Negative
"['konflik', 'upaya', 'kuat', 'dinasti', 'politik']",Positive
['bukti'],Neutral
"['republik', 'dinasti', 'politik']",Neutral
['sejarah'],Neutral
"['cawapresnya', 'politik', 'dinasti', 'tweet', 'cawapresnya', 'ganjar', 'politik', 'dinasti', 'mas', 'gibran', 'nolak', 'cawapresnya', 'ganjar', 'hehehe']",Neutral
"['paham', 'konsen', 'politik', 'dinasti']",Neutral
"['musim', 'hujan', 'tumbuh', 'subur', 'tanam']",Negative
"['lira', 'leta', 'rendah', 'letak', 'silah', 'lihat', 'kbbi', 'nampak', 'benci', 'arab', 'saudi', 'moga', 'selubung', 'benci', 'islam', 'ambil', 'contoh', 'issue', 'dinasti', 'politik', 'kasihan']",Positive
"['keluarga', 'gotong', 'royong']",Neutral
"['didu', 'partai', 'indonesia', 'milik', 'cenderung', 'pakai', 'politik', 'dinasti', 'sang', 'anak', 'milik', 'jabat', 'partai', 'tsb', 'faktor', 'senioritas', 'tp', 'partai', 'orang', 'tua']",Positive
"['sejarah', 'catat']",Neutral
"['alas', 'politik', 'dinasti', 'aman', 'programkebijakan', 'jalan', 'periode', 'sang', 'lurah', 'freeport']",Positive
"['jokowi', 'manusia', 'mas']",Neutral
"['politik', 'dinasti', 'langsung', 'anak', 'menteri', 'gibran', 'pilih', 'rakyat']",Neutral
"['tiati', 'lho', 'nilai', 'hasil', 'survey', 'tsb']",Neutral
"['politik', 'dinasti', 'gaya', 'mas', 'ganjar']",Neutral
"['ganjar', 'show', 'us', 'the', 'way']",Neutral
"['mas', 'ganjar', 'contohin', 'politik', 'kerja']",Positive
"['tipetipe', 'politik', 'dinasti']",Neutral
"['tolak', 'politik', 'dinasticari', 'pimpin', 'kualitas', 'atur', 'negara']",Negative
"['hehehe', 'percaya', 'bang', 'beliau', 'tipikal', 'orang', 'politis', 'rakus', 'haus', 'kuasa', 'uu', 'langgar']",Negative
"['adiym', 'isback', 'politik', 'dinasti', 'sah']",Neutral
"['id', 'dl', 'id', 'lantang', 'dinasti', 'politik', 'politik', 'identitas']",Neutral
"['orang', 'tokoh']",Positive
['pilih'],Neutral
"['pilpres', 'kemaren', 'isu', 'politik', 'identitas']",Neutral
"['gerindra', 'politik', 'dinasti']",Negative
"['jsp', 'politik', 'dinasti', 'bang']",Neutral
"['isu', 'dinasti', 'politik', 'lg', 'angkat', 'bang']",Neutral
"['dinasti', 'politik']",Positive
"['gue', 'miris', 'bgt', 'liat', 'jabat', 'jabat', 'negeri', 'rame', 'rame', 'normalisasi', 'dinasti', 'politik', 'gue']",Negative
"['kl', 'putus', 'politik', 'dinasti']",Positive
"['ahahaaha', 'musyawarah', 'keluarga', 'politik', 'dinasti']",Neutral
"['dar', 'pengingatnaiknya', 'gibran', 'bkn', 'dar', 'dinasti', 'politik', 'jg', 'proses', 'politik', 'penuh', 'busuk', 'ajatp', 'gk', 'dl', 'gibran', 'walkot', 'singkir', 'kader', 'pdip', 'lawan', 'kotak', 'kosong', 'kemudia']",Neutral
"['era', 'anak', 'muda']",Neutral
"['budaya', 'berani', 'komplain', 'kpd', 'kyai']",Positive
"['komparasi', 'pilih']",Neutral
"['nonton', 'berita']",Neutral
"['maaf', 'neh', 'suka', 'ngga', 'suka', 'milu']",Positive
"['politik', 'ajang', 'kompetisi', 'ide']",Neutral
"['anti', 'keluarga']",Neutral
"['generasi', 'diam', 'lawan', 'dinasti', 'politik']",Negative
"['anak', 'muda']",Neutral
"['dinasti', 'politik', 'selingkuh', 'politik']",Neutral
"['tolak', 'dinasti', 'arti', 'tolak', 'keluarga']",Positive
"['anti', 'tradisi']",Neutral
"['tolak', 'dinasti', 'politik', 'arti', 'anti', 'keluarga', 'ubah', 'fzn']",Positive
"['dinasti', 'politik', 'siasat', 'prabowo', 'kuasa', 'bisnis', 'nda', 'mandeg', 'parah', 'gibran', 'makan', 'siasat']",Positive
"['ramai', 'bener', 'politik', 'dinasti', 'tp', 'cuman', 'tnya']",Neutral
"['tambahin', 'min']",Neutral
"['diversifikasi', 'pikir', 'politik']",Neutral
"['dinasti', 'politik', 'pengaruh', 'putus', 'keluarga']",Positive
"['politik', 'dinasti']",Positive
"['gerindra', 'tolak', 'anggap', 'politik', 'dinasti', 'esensi', 'milu', 'pilih']",Negative
"['politik', 'dinasti', 'tradisional']",Neutral
"['presiden', 'jokowi', 'kalah', 'mgkin', 'jumawa', 'rakyat', 'kendali', 'langkah', 'catur', 'kuasa', 'dinasti', 'gebug', 'haram', 'sadar', 'dewa', 'kuasa', 'manusia']",Negative
"['rakyat', 'waras', 'negara', 'pilih', 'pimpin', 'bangsa', 'negara']",Positive
"['politik', 'dinasti']",Neutral
"['dinasti', 'politik', 'putus', 'mk', 'orang', 'ahli', 'hukum', 'anak', 'presiden', 'jabat', 'maju', 'cawapres', 'pilpres']",Negative
[],Neutral
"['melulu', 'ttg', 'prabowo', 'jebol', 'ubah', 'uu', 'lenggang', 'politik', 'dinasti', 'semangat', 'reformasi']",Positive
"['orang', 'bodoh', 'dinasti', 'politik', 'atur', 'atur', 'undang', 'tabrak']",Negative
"['butuh', 'pimpin', 'karbitanyg', 'negara', 'mundur', 'demokrasi', 'ribu']",Neutral
"['gada', 'salah', 'ngabdi', 'implikasi', 'dinasti', 'politik', 'negatif', 'cenderung', 'dinasti', 'politik', 'cenderung', 'alokasi', 'anggar', 'bangun', 'kronikroninya']",Negative
"['lestari', 'narasi', 'bodoh', 'percaya', 'orang', 'bodoh', 'jokowi', 'jokowi', 'tweet', 'jokowi', 'ubah', 'nafsu', 'politik', 'dinasti', 'gibran', 'cawapres']",Negative
"['waow', 'dinasti', 'tabu', 'politik', 'indonesia']",Positive
"['prabowo', 'deklarasi', 'gibran', 'cawapresnya']",Neutral
"['politik', 'demokrasi', 'dinasti']",Neutral
"['politik', 'dinasti', 'kaji', 'pokok', 'calon', 'alam', 'jam', 'terbang']",Neutral
"['dinasti', 'politik', 'tp', 'adab', 'etika', 'sajaternyata', 'penghianat', 'enak', 'sanjung', 'cb', 'pikir', 'partai', 'sj', 'khianat', 'negara', 'bs', 'hancurkedepankan', 'etika', 'adab', 'akhlaksetia']",Positive
"['tweet', 'mpu', 'isu', 'masyarakat', 'putus', 'mk', 'duga', 'sengaja', 'lolos', 'keponakanya', 'cawapres', 'hubu']",Neutral
[],Negative
"['vurginia', 'anies']",Positive
"['ampun', 'dahbukan', 'bantu', 'negara', 'sesat', 'praktik', 'politik', 'dinasti']",Negative
"['nakula', 'sauya', 'muba', 'dinasti', 'jokowi', 'bahas', 'sebelumny', 'asudah', 'buanyak', 'dinasti', 'dinasti', 'politik']",Neutral
"['pg', 'politik', 'dinasti']",Neutral
"['mantap', 'rakyat', 'lha', 'rakyat']",Positive
